tDate,Country,NumberOfTest
2020-12-25,Australia,0
2020-12-25,Austria,21616
2020-12-25,Belgium,13058
2020-12-25,Canada,175659
2020-12-25,Chile,48011
2020-12-25,Colombia,46523
2020-12-25,Costa Rica,2933
2020-12-25,Czechia,14582
2020-12-25,Denmark,39382
2020-12-25,Estonia,3149
2020-12-25,Finland,6857
2020-12-25,France,38767
2020-12-25,Germany,0
2020-12-25,Greece,30062
2020-12-25,Hungary,22154
2020-12-25,Iceland,96
2020-12-25,Ireland,21423
2020-12-25,Israel,87038
2020-12-25,Italy,219041
2020-12-25,Japan,60261
2020-12-25,Latvia,4029
2020-12-25,Lithuania,5369
2020-12-25,Luxembourg,1056
2020-12-25,Mexico,4718
2020-12-25,Netherlands,0
2020-12-25,New Zealand,0
2020-12-25,Norway,6594
2020-12-25,Poland,41437
2020-12-25,Portugal,8804
2020-12-25,Slovakia,6543
2020-12-25,Slovenia,1336
2020-12-25,South Korea,50891
2020-12-25,Spain,0
2020-12-25,Sweden,34116
2020-12-25,Switzerland,12950
2020-12-25,Taiwan,759
2020-12-25,Turkey,201104
2020-12-25,United Kingdom,339024
2020-12-25,United States,1068745
