tDate,Country,NumberOfTest
2021-08-01,Australia,0
2021-08-01,Austria,349438
2021-08-01,Belgium,35289
2021-08-01,Canada,48738
2021-08-01,Chile,64670
2021-08-01,Colombia,76218
2021-08-01,Costa Rica,6672
2021-08-01,Czechia,65230
2021-08-01,Denmark,55640
2021-08-01,Estonia,1942
2021-08-01,Finland,10812
2021-08-01,France,157882
2021-08-01,Germany,0
2021-08-01,Greece,68376
2021-08-01,Hungary,0
2021-08-01,Iceland,2652
2021-08-01,Israel,80706
2021-08-01,Italy,216396
2021-08-01,Japan,36604
2021-08-01,Latvia,8329
2021-08-01,Lithuania,6181
2021-08-01,Luxembourg,295
2021-08-01,Mexico,10933
2021-08-01,Netherlands,0
2021-08-01,New Zealand,0
2021-08-01,Norway,9078
2021-08-01,Poland,57891
2021-08-01,Portugal,24493
2021-08-01,Slovakia,6045
2021-08-01,Slovenia,647
2021-08-01,South Korea,0
2021-08-01,Sweden,11037
2021-08-01,Switzerland,11111
2021-08-01,Taiwan,12962
2021-08-01,United Kingdom,658535
2021-08-01,United States,339042
