Date,Country,NumberOfTest
2021-07-30,Australia,0
2021-07-30,Austria,474681
2021-07-30,Belgium,70556
2021-07-30,Canada,57498
2021-07-30,Chile,63348
2021-07-30,Colombia,75506
2021-07-30,Costa Rica,9898
2021-07-30,Czechia,168477
2021-07-30,Denmark,69950
2021-07-30,Estonia,3551
2021-07-30,Finland,19064
2021-07-30,France,841399
2021-07-30,Germany,0
2021-07-30,Greece,118933
2021-07-30,Hungary,4580
2021-07-30,Iceland,4160
2021-07-30,Israel,111138
2021-07-30,Italy,303367
2021-07-30,Japan,88920
2021-07-30,Latvia,7308
2021-07-30,Lithuania,16560
2021-07-30,Luxembourg,10371
2021-07-30,Mexico,39083
2021-07-30,Netherlands,0
2021-07-30,New Zealand,0
2021-07-30,Norway,15949
2021-07-30,Poland,79850
2021-07-30,Portugal,93084
2021-07-30,Slovakia,20278
2021-07-30,Slovenia,1677
2021-07-30,South Korea,0
2021-07-30,Sweden,11037
2021-07-30,Switzerland,29266
2021-07-30,Taiwan,25644
2021-07-30,United Kingdom,826311
2021-07-30,United States,871208
