tDate,Country,NumberOfTest
2021-03-03,Australia,52921
2021-03-03,Austria,244731
2021-03-03,Belgium,51259
2021-03-03,Canada,77132
2021-03-03,Chile,27151
2021-03-03,Colombia,39977
2021-03-03,Costa Rica,2656
2021-03-03,Czechia,115035
2021-03-03,Denmark,156540
2021-03-03,Estonia,6990
2021-03-03,Finland,23809
2021-03-03,France,320358
2021-03-03,Germany,0
2021-03-03,Greece,54553
2021-03-03,Hungary,25723
2021-03-03,Iceland,353
2021-03-03,Ireland,15277
2021-03-03,Israel,95204
2021-03-03,Italy,474756
2021-03-03,Japan,30168
2021-03-03,Latvia,14339
2021-03-03,Lithuania,8437
2021-03-03,Luxembourg,10061
2021-03-03,Mexico,26416
2021-03-03,Netherlands,0
2021-03-03,New Zealand,16022
2021-03-03,Norway,24460
2021-03-03,Poland,124739
2021-03-03,Portugal,29388
2021-03-03,Slovakia,203499
2021-03-03,Slovenia,5838
2021-03-03,South Korea,41792
2021-03-03,Spain,0
2021-03-03,Sweden,36440
2021-03-03,Switzerland,28627
2021-03-03,Taiwan,288
2021-03-03,Turkey,138018
2021-03-03,United Kingdom,863658
2021-03-03,United States,1734612
