Date,Country,NumberOfTest
2021-06-21,Australia,61683
2021-06-21,Austria,375017
2021-06-21,Belgium,39423
2021-06-21,Canada,132344
2021-06-21,Chile,72479
2021-06-21,Colombia,79665
2021-06-21,Costa Rica,3169
2021-06-21,Czechia,202795
2021-06-21,Denmark,77592
2021-06-21,Estonia,3585
2021-06-21,Finland,8657
2021-06-21,France,314393
2021-06-21,Greece,15448
2021-06-21,Hungary,24969
2021-06-21,Israel,50580
2021-06-21,Italy,103473
2021-06-21,Japan,58844
2021-06-21,Latvia,3159
2021-06-21,Lithuania,11280
2021-06-21,Luxembourg,7453
2021-06-21,Mexico,18842
2021-06-21,New Zealand,2526
2021-06-21,Norway,19675
2021-06-21,Poland,54957
2021-06-21,Portugal,55004
2021-06-21,Slovakia,49944
2021-06-21,Slovenia,2179
2021-06-21,South Korea,13042
2021-06-21,Switzerland,17904
2021-06-21,Taiwan,32954
2021-06-21,Turkey,221052
2021-06-21,United Kingdom,1019739
2021-06-21,United States,471233
