tDate,Country,NumberOfTest
2022-05-16,Australia,70676569
2022-05-16,Austria,185470038
2022-05-16,Belgium,33926534
2022-05-16,Canada,61538265
2022-05-16,Chile,37496476
2022-05-16,Colombia,0
2022-05-16,Costa Rica,3521208
2022-05-16,Czechia,54420191
2022-05-16,Denmark,64437897
2022-05-16,Estonia,3379123
2022-05-16,Finland,10868273
2022-05-16,France,272834718
2022-05-16,Greece,81266282
2022-05-16,Iceland,1334163
2022-05-16,Ireland,12158863
2022-05-16,Israel,50913127
2022-05-16,Italy,217958460
2022-05-16,Japan,48513410
2022-05-16,Latvia,7179682
2022-05-16,Lithuania,8684529
2022-05-16,Luxembourg,4252941
2022-05-16,Mexico,15227074
2022-05-16,Netherlands,30598102
2022-05-16,New Zealand,7131887
2022-05-16,Norway,11105048
2022-05-16,Portugal,41997519
2022-05-16,Slovenia,5202148
2022-05-16,South Korea,47236427
2022-05-16,Spain,91393522
2022-05-16,Switzerland,20991820
2022-05-16,Taiwan,9745563
2022-05-16,Turkey,161163069
2022-05-16,United Kingdom,502356584
2022-05-16,United States,886740522
