tDate,Country,NumberOfTest
2020-09-01,Australia,41344
2020-09-01,Austria,12416
2020-09-01,Belgium,28223
2020-09-01,Canada,96115
2020-09-01,Chile,26326
2020-09-01,Colombia,30506
2020-09-01,Costa Rica,1488
2020-09-01,Czechia,11137
2020-09-01,Denmark,39253
2020-09-01,Estonia,1953
2020-09-01,Finland,14797
2020-09-01,France,196210
2020-09-01,Germany,0
2020-09-01,Greece,16979
2020-09-01,Hungary,1792
2020-09-01,Iceland,593
2020-09-01,Ireland,4892
2020-09-01,Israel,28469
2020-09-01,Italy,135445
2020-09-01,Japan,18131
2020-09-01,Latvia,2101
2020-09-01,Lithuania,4449
2020-09-01,Luxembourg,9996
2020-09-01,Mexico,16446
2020-09-01,Netherlands,0
2020-09-01,New Zealand,11149
2020-09-01,Norway,20449
2020-09-01,Poland,58110
2020-09-01,Portugal,18945
2020-09-01,Slovakia,2428
2020-09-01,Slovenia,1608
2020-09-01,South Korea,22524
2020-09-01,Spain,0
2020-09-01,Sweden,18027
2020-09-01,Switzerland,16320
2020-09-01,Taiwan,144
2020-09-01,Turkey,109443
2020-09-01,United Kingdom,171339
2020-09-01,United States,906276
