Date,Country,NumberOfTest
2020-07-16,Australia,65575
2020-07-16,Austria,10052
2020-07-16,Belgium,14479
2020-07-16,Canada,93287
2020-07-16,Chile,17192
2020-07-16,Colombia,25326
2020-07-16,Costa Rica,1562
2020-07-16,Denmark,15181
2020-07-16,Estonia,546
2020-07-16,Finland,4972
2020-07-16,France,84534
2020-07-16,Germany,0
2020-07-16,Greece,6574
2020-07-16,Hungary,1447
2020-07-16,Iceland,121
2020-07-16,Ireland,4316
2020-07-16,Israel,31078
2020-07-16,Italy,78521
2020-07-16,Japan,16683
2020-07-16,Latvia,1639
2020-07-16,Lithuania,3244
2020-07-16,Luxembourg,13278
2020-07-16,Mexico,16209
2020-07-16,Netherlands,0
2020-07-16,New Zealand,2351
2020-07-16,Norway,4560
2020-07-16,Poland,45513
2020-07-16,Portugal,15671
2020-07-16,Slovakia,1862
2020-07-16,Slovenia,1012
2020-07-16,South Korea,9925
2020-07-16,Spain,0
2020-07-16,Sweden,9913
2020-07-16,Switzerland,7248
2020-07-16,Taiwan,191
2020-07-16,Turkey,42411
2020-07-16,United Kingdom,150975
2020-07-16,United States,1028598
