tDate,Country,NumberOfTest
2022-03-29,Australia,66276358
2022-03-29,Austria,174441569
2022-03-29,Belgium,32825073
2022-03-29,Canada,59376958
2022-03-29,Chile,35107510
2022-03-29,Colombia,33814893
2022-03-29,Czechia,53739155
2022-03-29,Denmark,66571691
2022-03-29,Estonia,3256824
2022-03-29,Finland,10424667
2022-03-29,France,258273978
2022-03-29,Greece,0
2022-03-29,Hungary,10643436
2022-03-29,Iceland,1289655
2022-03-29,Ireland,11787103
2022-03-29,Israel,48442574
2022-03-29,Italy,199896383
2022-03-29,Japan,41416920
2022-03-29,Latvia,6988108
2022-03-29,Lithuania,8455087
2022-03-29,Luxembourg,4157121
2022-03-29,Mexico,14896359
2022-03-29,Netherlands,30244502
2022-03-29,New Zealand,0
2022-03-29,Norway,11004523
2022-03-29,Portugal,39970994
2022-03-29,Slovakia,50526376
2022-03-29,Slovenia,4785793
2022-03-29,South Korea,86377436
2022-03-29,Spain,88467012
2022-03-29,Switzerland,20257367
2022-03-29,Taiwan,6983804
2022-03-29,Turkey,153518637
2022-03-29,United Kingdom,485292933
2022-03-29,United States,847359696
