tDate,Country,NumberOfTest
2022-06-01,Australia,72005172
2022-06-01,Austria,187746906
2022-06-01,Belgium,34126748
2022-06-01,Canada,62032975
2022-06-01,Chile,38388071
2022-06-01,Colombia,0
2022-06-01,Czechia,54506468
2022-06-01,Denmark,64524654
2022-06-01,France,275240474
2022-06-01,Greece,0
2022-06-01,Iceland,1355454
2022-06-01,Ireland,12239201
2022-06-01,Israel,51344608
2022-06-01,Italy,221300348
2022-06-01,Japan,50499191
2022-06-01,Latvia,7220965
2022-06-01,Lithuania,8703647
2022-06-01,Luxembourg,4271340
2022-06-01,Mexico,15355267
2022-06-01,Netherlands,30623944
2022-06-01,New Zealand,0
2022-06-01,Norway,11124939
2022-06-01,Portugal,42825431
2022-06-01,Slovakia,51184876
2022-06-01,Slovenia,5270872
2022-06-01,South Korea,49300273
2022-06-01,Spain,92297046
2022-06-01,Taiwan,11382043
