Date,Country,NumberOfTest
2021-05-24,Australia,33970
2021-05-24,Austria,211515
2021-05-24,Belgium,24926
2021-05-24,Canada,61928
2021-05-24,Chile,43802
2021-05-24,Colombia,40771
2021-05-24,Costa Rica,3559
2021-05-24,Czechia,359406
2021-05-24,Denmark,148016
2021-05-24,Estonia,4921
2021-05-24,Finland,15183
2021-05-24,France,96864
2021-05-24,Germany,0
2021-05-24,Greece,21175
2021-05-24,Hungary,9544
2021-05-24,Israel,37942
2021-05-24,Italy,140998
2021-05-24,Japan,91616
2021-05-24,Latvia,3898
2021-05-24,Lithuania,21254
2021-05-24,Luxembourg,420
2021-05-24,Mexico,15962
2021-05-24,Netherlands,0
2021-05-24,New Zealand,1981
2021-05-24,Norway,16695
2021-05-24,Poland,66270
2021-05-24,Portugal,42353
2021-05-24,Slovakia,94579
2021-05-24,Slovenia,3559
2021-05-24,South Korea,18845
2021-05-24,Spain,0
2021-05-24,Sweden,32800
2021-05-24,Switzerland,12224
2021-05-24,Taiwan,22928
2021-05-24,Turkey,216655
2021-05-24,United Kingdom,946830
2021-05-24,United States,698709
