Date,Country,NumberOfTest
2020-05-14,Australia,34455
2020-05-14,Austria,8354
2020-05-14,Belgium,20263
2020-05-14,Canada,62089
2020-05-14,Chile,11667
2020-05-14,Costa Rica,315
2020-05-14,Denmark,12977
2020-05-14,Estonia,1163
2020-05-14,Finland,3896
2020-05-14,France,43174
2020-05-14,Germany,0
2020-05-14,Greece,4191
2020-05-14,Hungary,4758
2020-05-14,Iceland,593
2020-05-14,Ireland,6210
2020-05-14,Israel,8416
2020-05-14,Italy,113007
2020-05-14,Japan,5866
2020-05-14,Latvia,2029
2020-05-14,Lithuania,7430
2020-05-14,Luxembourg,1293
2020-05-14,Mexico,7362
2020-05-14,Netherlands,0
2020-05-14,New Zealand,6582
2020-05-14,Norway,4207
2020-05-14,Poland,47799
2020-05-14,Portugal,18329
2020-05-14,Slovakia,3992
2020-05-14,Slovenia,1023
2020-05-14,South Korea,14421
2020-05-14,Spain,0
2020-05-14,Taiwan,274
2020-05-14,Turkey,34821
2020-05-14,United Kingdom,84693
2020-05-14,United States,449626
