tDate,Country,NumberOfTest
2022-02-08,Australia,86132
2022-02-08,Austria,625935
2022-02-08,Belgium,77649
2022-02-08,Canada,48799
2022-02-08,Chile,96219
2022-02-08,Colombia,60922
2022-02-08,Czechia,135380
2022-02-08,Denmark,168447
2022-02-08,Estonia,11236
2022-02-08,Finland,22084
2022-02-08,France,604387
2022-02-08,Greece,0
2022-02-08,Hungary,12714
2022-02-08,Ireland,15707
2022-02-08,Israel,169274
2022-02-08,Italy,999095
2022-02-08,Japan,216588
2022-02-08,Latvia,25110
2022-02-08,Lithuania,28335
2022-02-08,Luxembourg,5053
2022-02-08,Mexico,17694
2022-02-08,Netherlands,139808
2022-02-08,New Zealand,0
2022-02-08,Norway,36294
2022-02-08,Poland,133273
2022-02-08,Portugal,172303
2022-02-08,Slovakia,76120
2022-02-08,Slovenia,1567
2022-02-08,South Korea,375952
2022-02-08,Spain,177938
2022-02-08,Switzerland,85785
2022-02-08,Taiwan,33872
2022-02-08,Turkey,452363
2022-02-08,United Kingdom,1130077
2022-02-08,United States,1092816
