Date,Country,NumberOfTest
2021-11-15,Australia,0
2021-11-15,Austria,399798
2021-11-15,Belgium,88527
2021-11-15,Canada,74146
2021-11-15,Chile,70733
2021-11-15,Colombia,35298
2021-11-15,Costa Rica,1704
2021-11-15,Czechia,124174
2021-11-15,Denmark,171120
2021-11-15,Estonia,6644
2021-11-15,Finland,12330
2021-11-15,France,458703
2021-11-15,Greece,0
2021-11-15,Hungary,102447
2021-11-15,Iceland,3182
2021-11-15,Ireland,24910
2021-11-15,Israel,92104
2021-11-15,Italy,283794
2021-11-15,Japan,48931
2021-11-15,Latvia,5207
2021-11-15,Lithuania,24021
2021-11-15,Luxembourg,2547
2021-11-15,Mexico,5822
2021-11-15,New Zealand,0
2021-11-15,Norway,22814
2021-11-15,Poland,123693
2021-11-15,Portugal,40445
2021-11-15,Slovakia,79695
2021-11-15,Slovenia,7648
2021-11-15,Switzerland,39679
2021-11-15,Taiwan,22279
2021-11-15,Turkey,350933
2021-11-15,United Kingdom,906116
2021-11-15,United States,1113567
