Date,Country,NumberOfTest
2020-03-24,Australia,0
2020-03-24,Belgium,3975
2020-03-24,Canada,28506
2020-03-24,Costa Rica,165
2020-03-24,Denmark,1123
2020-03-24,Estonia,1440
2020-03-24,Finland,1582
2020-03-24,Germany,0
2020-03-24,Greece,427
2020-03-24,Hungary,598
2020-03-24,Iceland,967
2020-03-24,Ireland,1566
2020-03-24,Israel,4667
2020-03-24,Italy,21496
2020-03-24,Japan,0
2020-03-24,Latvia,887
2020-03-24,Lithuania,385
2020-03-24,Luxembourg,885
2020-03-24,Mexico,1370
2020-03-24,Netherlands,0
2020-03-24,New Zealand,2192
2020-03-24,Poland,2771
2020-03-24,Portugal,5027
2020-03-24,Slovakia,476
2020-03-24,Slovenia,1243
2020-03-24,South Korea,8734
2020-03-24,Taiwan,924
2020-03-24,United States,104610
