Date,Country,NumberOfTest
2020-08-17,Australia,38539
2020-08-17,Austria,5577
2020-08-17,Belgium,17998
2020-08-17,Canada,115410
2020-08-17,Chile,25289
2020-08-17,Colombia,34263
2020-08-17,Costa Rica,1535
2020-08-17,Denmark,35579
2020-08-17,Estonia,1569
2020-08-17,Finland,10919
2020-08-17,France,154341
2020-08-17,Germany,0
2020-08-17,Greece,7650
2020-08-17,Hungary,2324
2020-08-17,Iceland,408
2020-08-17,Ireland,5533
2020-08-17,Israel,26061
2020-08-17,Italy,52045
2020-08-17,Japan,25835
2020-08-17,Latvia,888
2020-08-17,Lithuania,3061
2020-08-17,Luxembourg,3400
2020-08-17,Mexico,14730
2020-08-17,Netherlands,0
2020-08-17,New Zealand,18436
2020-08-17,Norway,18276
2020-08-17,Poland,25936
2020-08-17,Portugal,14362
2020-08-17,Slovakia,1583
2020-08-17,Slovenia,1143
2020-08-17,South Korea,5724
2020-08-17,Spain,0
2020-08-17,Sweden,9364
2020-08-17,Switzerland,8177
2020-08-17,Taiwan,260
2020-08-17,Turkey,74846
2020-08-17,United Kingdom,146264
2020-08-17,United States,676228
