tDate,Country,NumberOfTest
2020-09-16,Australia,47845
2020-09-16,Austria,15331
2020-09-16,Belgium,46674
2020-09-16,Canada,130722
2020-09-16,Chile,23102
2020-09-16,Colombia,33837
2020-09-16,Costa Rica,2220
2020-09-16,Czechia,20587
2020-09-16,Denmark,56699
2020-09-16,Estonia,3610
2020-09-16,Finland,17146
2020-09-16,France,247179
2020-09-16,Germany,0
2020-09-16,Greece,0
2020-09-16,Hungary,9827
2020-09-16,Iceland,1247
2020-09-16,Ireland,12241
2020-09-16,Israel,54228
2020-09-16,Italy,158724
2020-09-16,Japan,18314
2020-09-16,Latvia,3041
2020-09-16,Lithuania,5162
2020-09-16,Luxembourg,8950
2020-09-16,Mexico,4594
2020-09-16,Netherlands,0
2020-09-16,New Zealand,8345
2020-09-16,Norway,17710
2020-09-16,Poland,43279
2020-09-16,Portugal,23865
2020-09-16,Slovakia,4027
2020-09-16,Slovenia,3070
2020-09-16,South Korea,15722
2020-09-16,Spain,0
2020-09-16,Sweden,19924
2020-09-16,Switzerland,15324
2020-09-16,Taiwan,282
2020-09-16,Turkey,112645
2020-09-16,United Kingdom,242273
2020-09-16,United States,1137937
