Date,Country,NumberOfTest
2021-11-11,Australia,163317
2021-11-11,Austria,725954
2021-11-11,Belgium,59729
2021-11-11,Canada,104315
2021-11-11,Chile,83614
2021-11-11,Colombia,51299
2021-11-11,Czechia,111624
2021-11-11,Estonia,6898
2021-11-11,Finland,16078
2021-11-11,France,85909
2021-11-11,Greece,344468
2021-11-11,Hungary,37624
2021-11-11,Iceland,2878
2021-11-11,Ireland,31043
2021-11-11,Israel,73248
2021-11-11,Italy,660913
2021-11-11,Japan,51123
2021-11-11,Latvia,15562
2021-11-11,Lithuania,24041
2021-11-11,Luxembourg,3141
2021-11-11,New Zealand,26634
2021-11-11,Norway,17799
2021-11-11,Poland,133986
2021-11-11,Portugal,44212
2021-11-11,Slovakia,60922
2021-11-11,Slovenia,9121
2021-11-11,Switzerland,39972
2021-11-11,Taiwan,13898
2021-11-11,Turkey,356004
2021-11-11,United Kingdom,987469
2021-11-11,United States,980307
