tDate,Country,NumberOfTest
2021-05-11,Australia,35191
2021-05-11,Austria,363597
2021-05-11,Belgium,64937
2021-05-11,Canada,120569
2021-05-11,Chile,37399
2021-05-11,Colombia,86895
2021-05-11,Costa Rica,5708
2021-05-11,Czechia,275500
2021-05-11,Denmark,197690
2021-05-11,Estonia,4730
2021-05-11,Finland,25045
2021-05-11,France,481167
2021-05-11,Germany,0
2021-05-11,Greece,85570
2021-05-11,Hungary,6513
2021-05-11,Iceland,1435
2021-05-11,Ireland,16763
2021-05-11,Israel,35995
2021-05-11,Italy,374558
2021-05-11,Japan,97038
2021-05-11,Latvia,17957
2021-05-11,Lithuania,26072
2021-05-11,Luxembourg,9036
2021-05-11,Mexico,18232
2021-05-11,Netherlands,0
2021-05-11,New Zealand,2740
2021-05-11,Norway,21568
2021-05-11,Poland,124542
2021-05-11,Portugal,41873
2021-05-11,Slovakia,97056
2021-05-11,Slovenia,4700
2021-05-11,South Korea,40995
2021-05-11,Spain,0
2021-05-11,Sweden,41424
2021-05-11,Switzerland,38289
2021-05-11,Taiwan,1218
2021-05-11,Turkey,226452
2021-05-11,United Kingdom,711104
2021-05-11,United States,1322900
