tDate,Country,NumberOfTest
2022-04-17,Australia,68314619
2022-04-17,Austria,180578162
2022-04-17,Belgium,33389251
2022-04-17,Canada,60257508
2022-04-17,Chile,36206758
2022-04-17,Colombia,34186750
2022-04-17,Czechia,54112082
2022-04-17,Denmark,66910940
2022-04-17,Estonia,3313262
2022-04-17,Finland,10631177
2022-04-17,France,266154284
2022-04-17,Germany,124987432
2022-04-17,Greece,0
2022-04-17,Hungary,0
2022-04-17,Iceland,1311818
2022-04-17,Ireland,11984389
2022-04-17,Israel,49436303
2022-04-17,Italy,209170287
2022-04-17,Japan,43840036
2022-04-17,Latvia,7075311
2022-04-17,Lithuania,8587714
2022-04-17,Luxembourg,4204975
2022-04-17,Mexico,15044932
2022-04-17,Netherlands,30526549
2022-04-17,New Zealand,0
2022-04-17,Norway,11057508
2022-04-17,Portugal,40748372
2022-04-17,Slovenia,4988358
2022-04-17,South Korea,92419808
2022-04-17,Spain,89492908
2022-04-17,Sweden,18239711
2022-04-17,Switzerland,20658303
2022-04-17,Taiwan,7751385
2022-04-17,Turkey,157475433
2022-04-17,United Kingdom,494091239
