Date,Country,NumberOfTest
2021-06-03,Australia,92378
2021-06-03,Austria,681027
2021-06-03,Belgium,49233
2021-06-03,Canada,89777
2021-06-03,Chile,73435
2021-06-03,Colombia,96870
2021-06-03,Costa Rica,8806
2021-06-03,Czechia,216487
2021-06-03,Denmark,189222
2021-06-03,Estonia,4264
2021-06-03,Finland,16531
2021-06-03,France,366241
2021-06-03,Germany,0
2021-06-03,Greece,46251
2021-06-03,Hungary,3436
2021-06-03,Israel,17144
2021-06-03,Italy,133298
2021-06-03,Japan,176379
2021-06-03,Latvia,11679
2021-06-03,Lithuania,22331
2021-06-03,Luxembourg,8410
2021-06-03,Mexico,13174
2021-06-03,Netherlands,0
2021-06-03,New Zealand,5917
2021-06-03,Norway,19646
2021-06-03,Poland,109691
2021-06-03,Portugal,34481
2021-06-03,Slovakia,53442
2021-06-03,Slovenia,3921
2021-06-03,South Korea,37069
2021-06-03,Spain,0
2021-06-03,Sweden,27113
2021-06-03,Switzerland,26481
2021-06-03,Taiwan,28120
2021-06-03,Turkey,222847
2021-06-03,United Kingdom,806272
2021-06-03,United States,973728
