Date,Country,NumberOfTest
2020-09-06,Australia,0
2020-09-06,Austria,8018
2020-09-06,Belgium,10963
2020-09-06,Canada,114427
2020-09-06,Chile,35289
2020-09-06,Colombia,27534
2020-09-06,Costa Rica,2142
2020-09-06,Czechia,4537
2020-09-06,Denmark,29754
2020-09-06,Estonia,912
2020-09-06,Finland,9530
2020-09-06,France,28461
2020-09-06,Germany,0
2020-09-06,Greece,0
2020-09-06,Hungary,9765
2020-09-06,Iceland,126
2020-09-06,Ireland,10343
2020-09-06,Israel,19671
2020-09-06,Italy,130539
2020-09-06,Japan,4175
2020-09-06,Latvia,1596
2020-09-06,Lithuania,1214
2020-09-06,Luxembourg,1140
2020-09-06,Mexico,4143
2020-09-06,Netherlands,0
2020-09-06,New Zealand,3999
2020-09-06,Norway,6430
2020-09-06,Poland,36845
2020-09-06,Portugal,9490
2020-09-06,Slovakia,922
2020-09-06,Slovenia,706
2020-09-06,South Korea,11346
2020-09-06,Spain,0
2020-09-06,Sweden,18027
2020-09-06,Switzerland,4334
2020-09-06,Taiwan,173
2020-09-06,Turkey,96842
2020-09-06,United Kingdom,192892
2020-09-06,United States,564845
