tDate,Country,NumberOfTest
2020-05-16,Australia,31836
2020-05-16,Austria,6042
2020-05-16,Belgium,14425
2020-05-16,Canada,71080
2020-05-16,Chile,8813
2020-05-16,Costa Rica,665
2020-05-16,Denmark,7715
2020-05-16,Estonia,821
2020-05-16,Finland,3450
2020-05-16,France,16662
2020-05-16,Germany,0
2020-05-16,Greece,6268
2020-05-16,Hungary,4192
2020-05-16,Iceland,133
2020-05-16,Ireland,6334
2020-05-16,Israel,1502
2020-05-16,Italy,109836
2020-05-16,Japan,4337
2020-05-16,Latvia,1946
2020-05-16,Lithuania,5712
2020-05-16,Luxembourg,1011
2020-05-16,Mexico,4302
2020-05-16,Netherlands,0
2020-05-16,New Zealand,2379
2020-05-16,Norway,1312
2020-05-16,Poland,48015
2020-05-16,Portugal,15994
2020-05-16,Slovakia,2476
2020-05-16,Slovenia,511
2020-05-16,South Korea,0
2020-05-16,Spain,0
2020-05-16,Taiwan,220
2020-05-16,Turkey,42236
2020-05-16,United Kingdom,91360
2020-05-16,United States,365624
