tDate,Country,NumberOfTest
2021-08-03,Australia,0
2021-08-03,Austria,286518
2021-08-03,Belgium,58482
2021-08-03,Canada,34695
2021-08-03,Chile,31126
2021-08-03,Colombia,60873
2021-08-03,Costa Rica,4508
2021-08-03,Czechia,92119
2021-08-03,Denmark,49697
2021-08-03,Estonia,3629
2021-08-03,Finland,18306
2021-08-03,France,549559
2021-08-03,Greece,103701
2021-08-03,Hungary,4067
2021-08-03,Iceland,3538
2021-08-03,Israel,110677
2021-08-03,Italy,260214
2021-08-03,Japan,83159
2021-08-03,Latvia,8640
2021-08-03,Lithuania,15988
2021-08-03,Luxembourg,5183
2021-08-03,Mexico,43002
2021-08-03,New Zealand,0
2021-08-03,Norway,16886
2021-08-03,Poland,87351
2021-08-03,Portugal,55948
2021-08-03,Slovakia,13548
2021-08-03,Slovenia,1588
2021-08-03,South Korea,0
2021-08-03,Switzerland,16352
2021-08-03,Taiwan,24310
2021-08-03,United Kingdom,738353
2021-08-03,United States,911787
