Date,Country,NumberOfTest
2021-07-11,Australia,0
2021-07-11,Austria,371928
2021-07-11,Belgium,36871
2021-07-11,Canada,4739
2021-07-11,Chile,60869
2021-07-11,Colombia,90854
2021-07-11,Costa Rica,5269
2021-07-11,Czechia,65334
2021-07-11,Denmark,76384
2021-07-11,Estonia,2355
2021-07-11,Finland,9984
2021-07-11,France,89543
2021-07-11,Germany,0
2021-07-11,Greece,45148
2021-07-11,Hungary,0
2021-07-11,Israel,42469
2021-07-11,Italy,182599
2021-07-11,Japan,26094
2021-07-11,Latvia,6907
2021-07-11,Lithuania,3302
2021-07-11,Luxembourg,339
2021-07-11,Mexico,6837
2021-07-11,Netherlands,0
2021-07-11,New Zealand,0
2021-07-11,Norway,6815
2021-07-11,Poland,68004
2021-07-11,Portugal,24752
2021-07-11,Slovakia,7074
2021-07-11,Slovenia,568
2021-07-11,South Korea,14295
2021-07-11,Sweden,11435
2021-07-11,Switzerland,12670
2021-07-11,Taiwan,13470
2021-07-11,United Kingdom,1124783
2021-07-11,United States,199830
