tDate,Country,NumberOfTest
2022-02-12,Australia,72452
2022-02-12,Austria,681801
2022-02-12,Belgium,39261
2022-02-12,Canada,39898
2022-02-12,Chile,124704
2022-02-12,Colombia,23991
2022-02-12,Costa Rica,12171
2022-02-12,Czechia,50275
2022-02-12,Denmark,99514
2022-02-12,Estonia,7512
2022-02-12,Finland,12503
2022-02-12,France,383254
2022-02-12,Germany,0
2022-02-12,Greece,0
2022-02-12,Hungary,0
2022-02-12,Iceland,5134
2022-02-12,Ireland,16589
2022-02-12,Israel,71153
2022-02-12,Italy,587645
2022-02-12,Japan,106172
2022-02-12,Latvia,26001
2022-02-12,Lithuania,17635
2022-02-12,Luxembourg,2846
2022-02-12,Mexico,7579
2022-02-12,Netherlands,89435
2022-02-12,New Zealand,0
2022-02-12,Norway,12781
2022-02-12,Poland,118544
2022-02-12,Portugal,118084
2022-02-12,Slovakia,38216
2022-02-12,Slovenia,70619
2022-02-12,South Korea,352411
2022-02-12,Spain,70400
2022-02-12,Sweden,21350
2022-02-12,Switzerland,45257
2022-02-12,Taiwan,24132
2022-02-12,Turkey,448347
2022-02-12,United Kingdom,746384
2022-02-12,United States,588602
