tDate,Country,NumberOfTest
2022-02-15,Australia,57711
2022-02-15,Austria,709849
2022-02-15,Belgium,58274
2022-02-15,Canada,39560
2022-02-15,Chile,75710
2022-02-15,Colombia,35633
2022-02-15,Czechia,104601
2022-02-15,Denmark,126259
2022-02-15,Estonia,13504
2022-02-15,Finland,17882
2022-02-15,France,417551
2022-02-15,Greece,516533
2022-02-15,Hungary,7685
2022-02-15,Iceland,4841
2022-02-15,Ireland,15550
2022-02-15,Israel,112616
2022-02-15,Italy,695744
2022-02-15,Japan,177845
2022-02-15,Latvia,24001
2022-02-15,Lithuania,21131
2022-02-15,Luxembourg,3190
2022-02-15,Mexico,16168
2022-02-15,Netherlands,94916
2022-02-15,New Zealand,0
2022-02-15,Norway,22860
2022-02-15,Poland,104412
2022-02-15,Portugal,122332
2022-02-15,Slovakia,71090
2022-02-15,Slovenia,82419
2022-02-15,South Korea,437881
2022-02-15,Spain,142272
2022-02-15,Switzerland,71880
2022-02-15,Taiwan,27731
2022-02-15,Turkey,461955
2022-02-15,United Kingdom,932779
2022-02-15,United States,1030386
