tDate,Country,NumberOfTest
2022-01-15,Australia,0
2022-01-15,Austria,500115
2022-01-15,Canada,90019
2022-01-15,Chile,94825
2022-01-15,Colombia,55670
2022-01-15,Czechia,66071
2022-01-15,Denmark,154190
2022-01-15,Estonia,9303
2022-01-15,Greece,0
2022-01-15,Hungary,0
2022-01-15,Ireland,35175
2022-01-15,Israel,297493
2022-01-15,Italy,1217830
2022-01-15,Japan,93859
2022-01-15,Latvia,21269
2022-01-15,Luxembourg,4923
2022-01-15,Mexico,8063
2022-01-15,Netherlands,94707
2022-01-15,New Zealand,0
2022-01-15,Norway,14139
2022-01-15,Poland,173107
2022-01-15,Portugal,220780
2022-01-15,Slovakia,23174
2022-01-15,Slovenia,10304
2022-01-15,South Korea,202697
2022-01-15,Switzerland,67165
2022-01-15,Taiwan,22885
2022-01-15,Turkey,384263
2022-01-15,United Kingdom,1113201
