tDate,Country,NumberOfTest
2020-08-24,Australia,51447
2020-08-24,Austria,6219
2020-08-24,Belgium,17609
2020-08-24,Canada,108655
2020-08-24,Chile,27454
2020-08-24,Colombia,34417
2020-08-24,Costa Rica,1533
2020-08-24,Denmark,39336
2020-08-24,Estonia,1545
2020-08-24,Finland,14506
2020-08-24,France,187204
2020-08-24,Germany,0
2020-08-24,Greece,9758
2020-08-24,Hungary,1458
2020-08-24,Iceland,602
2020-08-24,Ireland,4838
2020-08-24,Israel,30139
2020-08-24,Italy,79272
2020-08-24,Japan,22051
2020-08-24,Latvia,926
2020-08-24,Lithuania,3238
2020-08-24,Luxembourg,2768
2020-08-24,Mexico,14950
2020-08-24,Netherlands,0
2020-08-24,New Zealand,4194
2020-08-24,Norway,21198
2020-08-24,Poland,32086
2020-08-24,Portugal,13896
2020-08-24,Slovakia,2103
2020-08-24,Slovenia,1370
2020-08-24,South Korea,12805
2020-08-24,Spain,0
2020-08-24,Sweden,12151
2020-08-24,Switzerland,9822
2020-08-24,Taiwan,242
2020-08-24,Turkey,95943
2020-08-24,United Kingdom,147940
2020-08-24,United States,666146
