Date,Country,NumberOfTest
2020-08-09,Australia,93191
2020-08-09,Austria,6629
2020-08-09,Belgium,9956
2020-08-09,Canada,102755
2020-08-09,Chile,28460
2020-08-09,Colombia,34474
2020-08-09,Costa Rica,1405
2020-08-09,Denmark,20932
2020-08-09,Estonia,1318
2020-08-09,Finland,5942
2020-08-09,France,17136
2020-08-09,Germany,0
2020-08-09,Greece,10701
2020-08-09,Hungary,2335
2020-08-09,Iceland,232
2020-08-09,Ireland,4107
2020-08-09,Israel,12163
2020-08-09,Italy,60410
2020-08-09,Japan,13336
2020-08-09,Latvia,1597
2020-08-09,Lithuania,1427
2020-08-09,Luxembourg,342
2020-08-09,Mexico,4370
2020-08-09,Netherlands,0
2020-08-09,New Zealand,2338
2020-08-09,Norway,3176
2020-08-09,Poland,41216
2020-08-09,Portugal,8381
2020-08-09,Slovakia,564
2020-08-09,Slovenia,322
2020-08-09,South Korea,3438
2020-08-09,Spain,0
2020-08-09,Sweden,7674
2020-08-09,Switzerland,2016
2020-08-09,Taiwan,142
2020-08-09,Turkey,61446
2020-08-09,United Kingdom,162990
2020-08-09,United States,626442
