Date,Country,NumberOfTest
2020-04-27,Australia,10614
2020-04-27,Austria,4906
2020-04-27,Belgium,17472
2020-04-27,Canada,53715
2020-04-27,Chile,5260
2020-04-27,Costa Rica,58
2020-04-27,Denmark,17341
2020-04-27,Estonia,1312
2020-04-27,Finland,2440
2020-04-27,Germany,0
2020-04-27,Greece,1486
2020-04-27,Hungary,2120
2020-04-27,Iceland,688
2020-04-27,Ireland,5100
2020-04-27,Israel,11548
2020-04-27,Italy,58681
2020-04-27,Japan,8545
2020-04-27,Latvia,1564
2020-04-27,Lithuania,2773
2020-04-27,Luxembourg,758
2020-04-27,Mexico,4448
2020-04-27,Netherlands,0
2020-04-27,New Zealand,2034
2020-04-27,Norway,4104
2020-04-27,Poland,7226
2020-04-27,Portugal,12207
2020-04-27,Slovakia,1767
2020-04-27,Slovenia,826
2020-04-27,South Korea,0
2020-04-27,Spain,0
2020-04-27,Taiwan,740
2020-04-27,Turkey,20143
2020-04-27,United Kingdom,31453
2020-04-27,United States,225708
