Date,Country,NumberOfTest
2020-12-18,Australia,0
2020-12-18,Austria,31414
2020-12-18,Belgium,42279
2020-12-18,Canada,265257
2020-12-18,Chile,47534
2020-12-18,Colombia,75005
2020-12-18,Costa Rica,2745
2020-12-18,Czechia,61442
2020-12-18,Denmark,130243
2020-12-18,Estonia,6045
2020-12-18,Finland,19754
2020-12-18,France,507411
2020-12-18,Germany,0
2020-12-18,Greece,36084
2020-12-18,Hungary,32067
2020-12-18,Iceland,965
2020-12-18,Ireland,14093
2020-12-18,Israel,76772
2020-12-18,Italy,83149
2020-12-18,Japan,56421
2020-12-18,Latvia,9748
2020-12-18,Lithuania,17596
2020-12-18,Luxembourg,13847
2020-12-18,Mexico,33596
2020-12-18,Netherlands,0
2020-12-18,New Zealand,0
2020-12-18,Norway,24284
2020-12-18,Poland,66982
2020-12-18,Portugal,43525
2020-12-18,Slovakia,92605
2020-12-18,Slovenia,5600
2020-12-18,South Korea,39595
2020-12-18,Spain,0
2020-12-18,Sweden,43821
2020-12-18,Switzerland,44918
2020-12-18,Taiwan,577
2020-12-18,Turkey,205809
2020-12-18,United Kingdom,390130
2020-12-18,United States,2012256
