Date,Country,NumberOfTest
2021-01-02,Australia,0
2021-01-02,Austria,0
2021-01-02,Belgium,18577
2021-01-02,Canada,387884
2021-01-02,Chile,46178
2021-01-02,Colombia,30806
2021-01-02,Costa Rica,1837
2021-01-02,Czechia,28970
2021-01-02,Denmark,73453
2021-01-02,Estonia,3523
2021-01-02,Finland,5684
2021-01-02,France,229971
2021-01-02,Germany,0
2021-01-02,Greece,4798
2021-01-02,Hungary,10697
2021-01-02,Iceland,1035
2021-01-02,Ireland,20846
2021-01-02,Israel,77160
2021-01-02,Italy,97625
2021-01-02,Japan,8746
2021-01-02,Latvia,2498
2021-01-02,Lithuania,7117
2021-01-02,Luxembourg,3928
2021-01-02,Mexico,14838
2021-01-02,Netherlands,0
2021-01-02,New Zealand,0
2021-01-02,Norway,15327
2021-01-02,Poland,55208
2021-01-02,Portugal,32711
2021-01-02,Slovakia,11109
2021-01-02,Slovenia,2304
2021-01-02,South Korea,31021
2021-01-02,Spain,0
2021-01-02,Sweden,29221
2021-01-02,Switzerland,15940
2021-01-02,Taiwan,251
2021-01-02,Turkey,149218
2021-01-02,United Kingdom,411523
2021-01-02,United States,1108006
