Date,Country,NumberOfTest
2021-08-16,Australia,0
2021-08-16,Austria,290401
2021-08-16,Belgium,43681
2021-08-16,Canada,122418
2021-08-16,Chile,55843
2021-08-16,Colombia,25639
2021-08-16,Costa Rica,4357
2021-08-16,Czechia,109636
2021-08-16,Denmark,68415
2021-08-16,Estonia,4980
2021-08-16,Finland,16478
2021-08-16,France,974419
2021-08-16,Greece,38317
2021-08-16,Hungary,21092
2021-08-16,Iceland,3303
2021-08-16,Ireland,15763
2021-08-16,Israel,152732
2021-08-16,Italy,95080
2021-08-16,Japan,104174
2021-08-16,Latvia,4357
2021-08-16,Lithuania,13674
2021-08-16,Luxembourg,5864
2021-08-16,Mexico,48743
2021-08-16,New Zealand,0
2021-08-16,Norway,21281
2021-08-16,Poland,74017
2021-08-16,Portugal,62952
2021-08-16,Slovakia,19674
2021-08-16,Slovenia,2062
2021-08-16,South Korea,0
2021-08-16,Switzerland,20989
2021-08-16,Taiwan,25777
2021-08-16,United Kingdom,690339
2021-08-16,United States,818808
