tDate,Country,NumberOfTest
2021-01-24,Australia,0
2021-01-24,Austria,51994
2021-01-24,Belgium,21688
2021-01-24,Canada,180328
2021-01-24,Chile,65500
2021-01-24,Colombia,51262
2021-01-24,Costa Rica,1334
2021-01-24,Czechia,17946
2021-01-24,Denmark,80054
2021-01-24,Estonia,3191
2021-01-24,Finland,8716
2021-01-24,France,42546
2021-01-24,Germany,0
2021-01-24,Greece,11873
2021-01-24,Hungary,16441
2021-01-24,Iceland,520
2021-01-24,Ireland,19593
2021-01-24,Israel,54458
2021-01-24,Italy,292508
2021-01-24,Japan,18784
2021-01-24,Latvia,5506
2021-01-24,Lithuania,3941
2021-01-24,Luxembourg,272
2021-01-24,Mexico,9399
2021-01-24,Netherlands,0
2021-01-24,New Zealand,0
2021-01-24,Norway,9572
2021-01-24,Poland,61710
2021-01-24,Portugal,38321
2021-01-24,Slovakia,458570
2021-01-24,Slovenia,1293
2021-01-24,South Korea,25506
2021-01-24,Spain,0
2021-01-24,Sweden,28494
2021-01-24,Switzerland,8085
2021-01-24,Taiwan,593
2021-01-24,Turkey,148425
2021-01-24,United Kingdom,412204
2021-01-24,United States,997671
