tDate,Country,NumberOfTest
2022-05-11,Australia,70226063
2022-05-11,Austria,184617102
2022-05-11,Belgium,33845269
2022-05-11,Canada,61391416
2022-05-11,Chile,37225524
2022-05-11,Colombia,0
2022-05-11,Czechia,54390240
2022-05-11,Denmark,64407509
2022-05-11,France,271894002
2022-05-11,Greece,80897630
2022-05-11,Hungary,10943720
2022-05-11,Iceland,1329753
2022-05-11,Ireland,12133366
2022-05-11,Israel,50683931
2022-05-11,Italy,216861042
2022-05-11,Japan,47944597
2022-05-11,Latvia,7167878
2022-05-11,Lithuania,8677912
2022-05-11,Luxembourg,4246197
2022-05-11,Mexico,15193581
2022-05-11,Netherlands,30589702
2022-05-11,New Zealand,0
2022-05-11,Norway,11098979
2022-05-11,Portugal,41753538
2022-05-11,Slovakia,51109033
2022-05-11,Slovenia,5176141
2022-05-11,South Korea,46687337
2022-05-11,Taiwan,9300869
2022-05-11,Turkey,160516626
2022-05-11,United Kingdom,501187978
