tDate,Country,NumberOfTest
2020-03-09,Belgium,610
2020-03-09,Canada,832
2020-03-09,Costa Rica,2
2020-03-09,Denmark,577
2020-03-09,Estonia,65
2020-03-09,Finland,122
2020-03-09,Greece,0
2020-03-09,Hungary,0
2020-03-09,Iceland,98
2020-03-09,Israel,518
2020-03-09,Italy,3889
2020-03-09,Japan,1314
2020-03-09,Latvia,48
2020-03-09,Luxembourg,0
2020-03-09,Mexico,241
2020-03-09,New Zealand,79
2020-03-09,Poland,230
2020-03-09,Portugal,175
2020-03-09,Slovakia,69
2020-03-09,Slovenia,367
2020-03-09,South Korea,8100
2020-03-09,Taiwan,476
2020-03-09,United States,2321
