tDate,Country,NumberOfTest
2020-04-01,Australia,0
2020-04-01,Austria,0
2020-04-01,Belgium,5891
2020-04-01,Canada,28816
2020-04-01,Costa Rica,373
2020-04-01,Denmark,3558
2020-04-01,Estonia,1413
2020-04-01,Finland,1611
2020-04-01,Germany,0
2020-04-01,Greece,618
2020-04-01,Hungary,1062
2020-04-01,Iceland,1414
2020-04-01,Ireland,2009
2020-04-01,Israel,9008
2020-04-01,Italy,34455
2020-04-01,Japan,0
2020-04-01,Latvia,1003
2020-04-01,Lithuania,2293
2020-04-01,Luxembourg,1180
2020-04-01,Mexico,1630
2020-04-01,Netherlands,0
2020-04-01,New Zealand,3662
2020-04-01,Norway,3937
2020-04-01,Poland,4382
2020-04-01,Portugal,8650
2020-04-01,Slovakia,1191
2020-04-01,Slovenia,1095
2020-04-01,South Korea,11290
2020-04-01,Taiwan,1009
2020-04-01,Turkey,14396
2020-04-01,United Kingdom,11924
2020-04-01,United States,153578
