tDate,Country,NumberOfTest
2020-07-11,Australia,51225
2020-07-11,Austria,8225
2020-07-11,Belgium,9290
2020-07-11,Canada,93674
2020-07-11,Chile,18268
2020-07-11,Colombia,37461
2020-07-11,Costa Rica,1478
2020-07-11,Denmark,9656
2020-07-11,Estonia,220
2020-07-11,Finland,3296
2020-07-11,France,32655
2020-07-11,Germany,0
2020-07-11,Greece,7755
2020-07-11,Hungary,1183
2020-07-11,Iceland,63
2020-07-11,Ireland,8929
2020-07-11,Israel,20468
2020-07-11,Italy,71380
2020-07-11,Japan,5362
2020-07-11,Latvia,1870
2020-07-11,Lithuania,1667
2020-07-11,Luxembourg,7687
2020-07-11,Mexico,6978
2020-07-11,Netherlands,0
2020-07-11,New Zealand,1721
2020-07-11,Norway,1397
2020-07-11,Poland,67746
2020-07-11,Portugal,12236
2020-07-11,Slovakia,960
2020-07-11,Slovenia,560
2020-07-11,South Korea,0
2020-07-11,Spain,0
2020-07-11,Switzerland,4741
2020-07-11,Taiwan,118
2020-07-11,Turkey,48813
2020-07-11,United Kingdom,126549
2020-07-11,United States,839940
