Date,Country,NumberOfTest
2021-11-13,Australia,137187
2021-11-13,Austria,381534
2021-11-13,Belgium,88430
2021-11-13,Canada,89517
2021-11-13,Chile,82875
2021-11-13,Colombia,42357
2021-11-13,Costa Rica,4920
2021-11-13,Czechia,79820
2021-11-13,Estonia,4562
2021-11-13,Finland,9408
2021-11-13,France,331167
2021-11-13,Germany,0
2021-11-13,Greece,0
2021-11-13,Hungary,0
2021-11-13,Iceland,2130
2021-11-13,Ireland,29039
2021-11-13,Israel,34445
2021-11-13,Italy,607330
2021-11-13,Japan,35758
2021-11-13,Latvia,17183
2021-11-13,Lithuania,12304
2021-11-13,Luxembourg,2491
2021-11-13,Mexico,5327
2021-11-13,Netherlands,0
2021-11-13,New Zealand,0
2021-11-13,Norway,7748
2021-11-13,Poland,123768
2021-11-13,Portugal,34242
2021-11-13,Slovakia,35454
2021-11-13,Slovenia,5349
2021-11-13,Sweden,14910
2021-11-13,Switzerland,28516
2021-11-13,Taiwan,12877
2021-11-13,Turkey,347426
2021-11-13,United Kingdom,652264
2021-11-13,United States,846398
