Date,Country,NumberOfTest
2021-02-19,Australia,0
2021-02-19,Austria,200765
2021-02-19,Belgium,42005
2021-02-19,Canada,120726
2021-02-19,Chile,49684
2021-02-19,Colombia,49972
2021-02-19,Costa Rica,2115
2021-02-19,Czechia,86479
2021-02-19,Denmark,128791
2021-02-19,Estonia,5727
2021-02-19,Finland,19672
2021-02-19,France,404684
2021-02-19,Germany,0
2021-02-19,Greece,45653
2021-02-19,Hungary,22660
2021-02-19,Iceland,452
2021-02-19,Ireland,17036
2021-02-19,Israel,62785
2021-02-19,Italy,392011
2021-02-19,Japan,74955
2021-02-19,Latvia,10915
2021-02-19,Lithuania,8142
2021-02-19,Luxembourg,10021
2021-02-19,Mexico,26870
2021-02-19,Netherlands,0
2021-02-19,New Zealand,10833
2021-02-19,Norway,18101
2021-02-19,Poland,98518
2021-02-19,Portugal,33887
2021-02-19,Slovakia,369068
2021-02-19,Slovenia,4397
2021-02-19,South Korea,42382
2021-02-19,Spain,0
2021-02-19,Sweden,32580
2021-02-19,Switzerland,30044
2021-02-19,Taiwan,839
2021-02-19,Turkey,116674
2021-02-19,United Kingdom,521230
2021-02-19,United States,1352832
