Date,Country,NumberOfTest
2021-05-12,Australia,61475
2021-05-12,Austria,379788
2021-05-12,Belgium,56512
2021-05-12,Canada,133776
2021-05-12,Chile,28402
2021-05-12,Colombia,74112
2021-05-12,Costa Rica,7558
2021-05-12,Czechia,244543
2021-05-12,Denmark,221291
2021-05-12,Estonia,4332
2021-05-12,Finland,21607
2021-05-12,France,449475
2021-05-12,Germany,0
2021-05-12,Greece,63107
2021-05-12,Hungary,15312
2021-05-12,Iceland,1298
2021-05-12,Ireland,19669
2021-05-12,Israel,31409
2021-05-12,Italy,400530
2021-05-12,Japan,87073
2021-05-12,Latvia,14603
2021-05-12,Lithuania,23378
2021-05-12,Luxembourg,11353
2021-05-12,Mexico,16131
2021-05-12,Netherlands,0
2021-05-12,New Zealand,5183
2021-05-12,Norway,19213
2021-05-12,Poland,131622
2021-05-12,Portugal,43813
2021-05-12,Slovakia,87613
2021-05-12,Slovenia,4636
2021-05-12,South Korea,37604
2021-05-12,Spain,0
2021-05-12,Sweden,41424
2021-05-12,Switzerland,40215
2021-05-12,Taiwan,2432
2021-05-12,Turkey,228192
2021-05-12,United Kingdom,1184941
2021-05-12,United States,1331956
