Date,Country,NumberOfTest
2021-10-20,Australia,192296
2021-10-20,Austria,335375
2021-10-20,Belgium,73933
2021-10-20,Canada,78176
2021-10-20,Chile,46314
2021-10-20,Colombia,38268
2021-10-20,Costa Rica,3768
2021-10-20,Czechia,81352
2021-10-20,Denmark,70876
2021-10-20,Estonia,8834
2021-10-20,Finland,13239
2021-10-20,France,314587
2021-10-20,Germany,0
2021-10-20,Greece,204943
2021-10-20,Hungary,15524
2021-10-20,Iceland,1451
2021-10-20,Ireland,27417
2021-10-20,Israel,103805
2021-10-20,Italy,557369
2021-10-20,Japan,67636
2021-10-20,Latvia,19377
2021-10-20,Lithuania,26247
2021-10-20,Luxembourg,2608
2021-10-20,Mexico,20710
2021-10-20,Netherlands,0
2021-10-20,New Zealand,26328
2021-10-20,Norway,10187
2021-10-20,Poland,100170
2021-10-20,Portugal,38619
2021-10-20,Slovakia,41509
2021-10-20,Slovenia,6641
2021-10-20,South Korea,47898
2021-10-20,Spain,0
2021-10-20,Sweden,18110
2021-10-20,Switzerland,27124
2021-10-20,Taiwan,19843
2021-10-20,Turkey,361350
2021-10-20,United Kingdom,1087655
2021-10-20,United States,1850007
