tDate,Country,NumberOfTest
2021-01-21,Australia,0
2021-01-21,Austria,46353
2021-01-21,Belgium,45566
2021-01-21,Canada,224618
2021-01-21,Chile,56928
2021-01-21,Colombia,78649
2021-01-21,Costa Rica,1989
2021-01-21,Czechia,48422
2021-01-21,Denmark,126729
2021-01-21,Estonia,4738
2021-01-21,Finland,15746
2021-01-21,France,339876
2021-01-21,Germany,0
2021-01-21,Greece,29455
2021-01-21,Hungary,15577
2021-01-21,Iceland,720
2021-01-21,Ireland,23196
2021-01-21,Israel,82624
2021-01-21,Italy,362927
2021-01-21,Japan,85769
2021-01-21,Latvia,11816
2021-01-21,Lithuania,10660
2021-01-21,Luxembourg,6406
2021-01-21,Mexico,45238
2021-01-21,Netherlands,0
2021-01-21,New Zealand,0
2021-01-21,Norway,15225
2021-01-21,Poland,93812
2021-01-21,Portugal,70818
2021-01-21,Slovakia,257420
2021-01-21,Slovenia,4872
2021-01-21,South Korea,52550
2021-01-21,Spain,0
2021-01-21,Sweden,28494
2021-01-21,Switzerland,25991
2021-01-21,Taiwan,1189
2021-01-21,Turkey,165109
2021-01-21,United Kingdom,665330
2021-01-21,United States,2038844
