Date,Country,NumberOfTest
2020-09-18,Australia,0
2020-09-18,Austria,18854
2020-09-18,Belgium,41428
2020-09-18,Canada,160400
2020-09-18,Chile,33240
2020-09-18,Colombia,33692
2020-09-18,Costa Rica,3238
2020-09-18,Czechia,21580
2020-09-18,Denmark,51572
2020-09-18,Estonia,4010
2020-09-18,Finland,16891
2020-09-18,France,244457
2020-09-18,Germany,0
2020-09-18,Greece,0
2020-09-18,Hungary,11546
2020-09-18,Iceland,3259
2020-09-18,Ireland,14506
2020-09-18,Israel,54471
2020-09-18,Italy,159854
2020-09-18,Japan,17605
2020-09-18,Latvia,2264
2020-09-18,Lithuania,5441
2020-09-18,Luxembourg,4670
2020-09-18,Mexico,14678
2020-09-18,Netherlands,0
2020-09-18,New Zealand,0
2020-09-18,Norway,14154
2020-09-18,Poland,41213
2020-09-18,Portugal,22108
2020-09-18,Slovakia,5750
2020-09-18,Slovenia,3070
2020-09-18,South Korea,14578
2020-09-18,Spain,0
2020-09-18,Sweden,19924
2020-09-18,Switzerland,13357
2020-09-18,Taiwan,351
2020-09-18,Turkey,111113
2020-09-18,United Kingdom,266308
2020-09-18,United States,1228237
