Date,Country,NumberOfTest
2020-09-10,Australia,60098
2020-09-10,Austria,14971
2020-09-10,Belgium,36232
2020-09-10,Canada,101059
2020-09-10,Chile,28313
2020-09-10,Colombia,33895
2020-09-10,Costa Rica,2615
2020-09-10,Czechia,16513
2020-09-10,Denmark,52171
2020-09-10,Estonia,2442
2020-09-10,Finland,13000
2020-09-10,France,251244
2020-09-10,Germany,0
2020-09-10,Greece,0
2020-09-10,Hungary,10104
2020-09-10,Iceland,562
2020-09-10,Ireland,12363
2020-09-10,Israel,48748
2020-09-10,Italy,151965
2020-09-10,Japan,22306
2020-09-10,Latvia,2284
2020-09-10,Lithuania,4829
2020-09-10,Luxembourg,8836
2020-09-10,Mexico,15088
2020-09-10,Netherlands,0
2020-09-10,New Zealand,8551
2020-09-10,Norway,15698
2020-09-10,Poland,36694
2020-09-10,Portugal,19973
2020-09-10,Slovakia,4266
2020-09-10,Slovenia,2758
2020-09-10,South Korea,20872
2020-09-10,Spain,0
2020-09-10,Sweden,20382
2020-09-10,Switzerland,15557
2020-09-10,Taiwan,224
2020-09-10,Turkey,107702
2020-09-10,United Kingdom,233125
2020-09-10,United States,1085895
