Date,Country,NumberOfTest
2021-02-05,Australia,0
2021-02-05,Austria,87206
2021-02-05,Belgium,57088
2021-02-05,Canada,124909
2021-02-05,Chile,56151
2021-02-05,Colombia,64453
2021-02-05,Costa Rica,2224
2021-02-05,Czechia,67649
2021-02-05,Denmark,132806
2021-02-05,Estonia,5642
2021-02-05,Finland,18024
2021-02-05,France,422266
2021-02-05,Germany,0
2021-02-05,Greece,45888
2021-02-05,Hungary,18693
2021-02-05,Iceland,498
2021-02-05,Ireland,20278
2021-02-05,Israel,84147
2021-02-05,Italy,366754
2021-02-05,Japan,71144
2021-02-05,Latvia,11495
2021-02-05,Lithuania,8783
2021-02-05,Luxembourg,12248
2021-02-05,Mexico,35295
2021-02-05,Netherlands,0
2021-02-05,New Zealand,4875
2021-02-05,Norway,16082
2021-02-05,Poland,82731
2021-02-05,Portugal,49625
2021-02-05,Slovakia,274802
2021-02-05,Slovenia,4541
2021-02-05,South Korea,57164
2021-02-05,Spain,0
2021-02-05,Sweden,29034
2021-02-05,Switzerland,31434
2021-02-05,Taiwan,878
2021-02-05,Turkey,142538
2021-02-05,United Kingdom,671585
2021-02-05,United States,1828029
