Date,Country,NumberOfTest
2020-05-20,Australia,25697
2020-05-20,Austria,7157
2020-05-20,Belgium,18759
2020-05-20,Canada,53843
2020-05-20,Chile,12469
2020-05-20,Costa Rica,434
2020-05-20,Denmark,14432
2020-05-20,Estonia,1564
2020-05-20,Finland,3696
2020-05-20,France,53672
2020-05-20,Germany,0
2020-05-20,Greece,3444
2020-05-20,Hungary,4032
2020-05-20,Iceland,597
2020-05-20,Ireland,4764
2020-05-20,Israel,5968
2020-05-20,Italy,105812
2020-05-20,Japan,3669
2020-05-20,Latvia,1783
2020-05-20,Lithuania,7153
2020-05-20,Luxembourg,1513
2020-05-20,Mexico,8461
2020-05-20,Netherlands,0
2020-05-20,New Zealand,5640
2020-05-20,Norway,3956
2020-05-20,Poland,41879
2020-05-20,Portugal,15442
2020-05-20,Slovakia,2933
2020-05-20,Slovenia,909
2020-05-20,South Korea,11433
2020-05-20,Spain,0
2020-05-20,Taiwan,226
2020-05-20,Turkey,20838
2020-05-20,United Kingdom,86634
2020-05-20,United States,461911
