tDate,Country,NumberOfTest
2021-07-02,Australia,0
2021-07-02,Austria,259390
2021-07-02,Belgium,81193
2021-07-02,Canada,63015
2021-07-02,Chile,65112
2021-07-02,Colombia,120075
2021-07-02,Costa Rica,9243
2021-07-02,Czechia,146041
2021-07-02,Denmark,110479
2021-07-02,Estonia,2952
2021-07-02,Finland,13107
2021-07-02,France,394054
2021-07-02,Hungary,7391
2021-07-02,Israel,69343
2021-07-02,Italy,245553
2021-07-02,Japan,67044
2021-07-02,Latvia,7598
2021-07-02,Luxembourg,8407
2021-07-02,Mexico,12811
2021-07-02,New Zealand,7132
2021-07-02,Norway,15817
2021-07-02,Portugal,85693
2021-07-02,Slovakia,20463
2021-07-02,Slovenia,1512
2021-07-02,South Korea,21545
2021-07-02,Sweden,15050
2021-07-02,Switzerland,38419
2021-07-02,Taiwan,28252
2021-07-02,Turkey,223782
2021-07-02,United Kingdom,876646
