tDate,Country,NumberOfTest
2022-06-15,Australia,72900494
2022-06-15,Austria,189099067
2022-06-15,Belgium,34276249
2022-06-15,Chile,39300566
2022-06-15,Colombia,0
2022-06-15,Czechia,54561418
2022-06-15,Denmark,64599627
2022-06-15,France,277639422
2022-06-15,Greece,83816775
2022-06-15,Iceland,1371456
2022-06-15,Ireland,12305602
2022-06-15,Israel,51596383
2022-06-15,Italy,223524170
2022-06-15,Japan,52840464
2022-06-15,Latvia,7250350
2022-06-15,Lithuania,8716038
2022-06-15,Luxembourg,4290386
2022-06-15,Mexico,15540438
2022-06-15,Netherlands,30663195
2022-06-15,New Zealand,0
2022-06-15,Norway,11144366
2022-06-15,Slovakia,51223390
2022-06-15,Slovenia,5313865
2022-06-15,South Korea,50839678
2022-06-15,Spain,93088353
2022-06-15,Taiwan,12553431
