Date,Country,NumberOfTest
2021-01-14,Australia,63170
2021-01-14,Austria,390264
2021-01-14,Belgium,43318
2021-01-14,Canada,249175
2021-01-14,Chile,54116
2021-01-14,Colombia,93133
2021-01-14,Costa Rica,2735
2021-01-14,Czechia,56359
2021-01-14,Denmark,106737
2021-01-14,Estonia,4303
2021-01-14,Finland,10759
2021-01-14,France,322335
2021-01-14,Germany,0
2021-01-14,Greece,35039
2021-01-14,Hungary,19634
2021-01-14,Iceland,860
2021-01-14,Ireland,28178
2021-01-14,Israel,124893
2021-01-14,Italy,229188
2021-01-14,Japan,101255
2021-01-14,Latvia,12224
2021-01-14,Lithuania,11121
2021-01-14,Luxembourg,7381
2021-01-14,Mexico,46082
2021-01-14,Netherlands,0
2021-01-14,New Zealand,0
2021-01-14,Norway,20173
2021-01-14,Poland,158195
2021-01-14,Portugal,60144
2021-01-14,Slovakia,71592
2021-01-14,Slovenia,4897
2021-01-14,South Korea,66219
2021-01-14,Spain,0
2021-01-14,Sweden,29567
2021-01-14,Switzerland,23847
2021-01-14,Taiwan,967
2021-01-14,Turkey,169847
2021-01-14,United Kingdom,695148
2021-01-14,United States,2068032
