tDate,Country,NumberOfTest
2022-01-18,Australia,172723
2022-01-18,Austria,532431
2022-01-18,Belgium,135506
2022-01-18,Canada,161143
2022-01-18,Chile,59971
2022-01-18,Colombia,92799
2022-01-18,Costa Rica,12845
2022-01-18,Czechia,139989
2022-01-18,Denmark,235641
2022-01-18,Estonia,11040
2022-01-18,Finland,28843
2022-01-18,France,1485596
2022-01-18,Greece,0
2022-01-18,Hungary,15988
2022-01-18,Ireland,21114
2022-01-18,Israel,451276
2022-01-18,Italy,1481349
2022-01-18,Japan,145832
2022-01-18,Latvia,18712
2022-01-18,Lithuania,28443
2022-01-18,Luxembourg,6966
2022-01-18,Mexico,54975
2022-01-18,Netherlands,135191
2022-01-18,New Zealand,0
2022-01-18,Norway,41175
2022-01-18,Poland,218954
2022-01-18,Portugal,298569
2022-01-18,Slovakia,51977
2022-01-18,Slovenia,19447
2022-01-18,South Korea,196653
2022-01-18,Spain,389415
2022-01-18,Switzerland,107271
2022-01-18,Taiwan,30580
2022-01-18,Turkey,418253
2022-01-18,United Kingdom,1389146
2022-01-18,United States,2069358
