Date,Country,NumberOfTest
2021-10-06,Australia,191550
2021-10-06,Austria,326599
2021-10-06,Belgium,50505
2021-10-06,Canada,87463
2021-10-06,Chile,43085
2021-10-06,Colombia,44719
2021-10-06,Costa Rica,1277
2021-10-06,Czechia,61069
2021-10-06,Denmark,38072
2021-10-06,Estonia,6402
2021-10-06,Finland,11578
2021-10-06,France,402865
2021-10-06,Greece,196219
2021-10-06,Hungary,12107
2021-10-06,Iceland,1751
2021-10-06,Ireland,23418
2021-10-06,Israel,109350
2021-10-06,Italy,359101
2021-10-06,Japan,68047
2021-10-06,Lithuania,26048
2021-10-06,Luxembourg,2753
2021-10-06,Mexico,20386
2021-10-06,New Zealand,24713
2021-10-06,Norway,10867
2021-10-06,Poland,43364
2021-10-06,Portugal,50249
2021-10-06,Slovakia,37923
2021-10-06,Slovenia,5339
2021-10-06,South Korea,58019
2021-10-06,Switzerland,33015
2021-10-06,Taiwan,22469
2021-10-06,Turkey,358064
2021-10-06,United Kingdom,1053450
2021-10-06,United States,1501793
