tDate,Country,NumberOfTest
2021-03-21,Australia,0
2021-03-21,Austria,192964
2021-03-21,Belgium,27923
2021-03-21,Canada,100779
2021-03-21,Chile,76335
2021-03-21,Colombia,38893
2021-03-21,Costa Rica,3470
2021-03-21,Czechia,59828
2021-03-21,Denmark,135468
2021-03-21,Estonia,4814
2021-03-21,Finland,11691
2021-03-21,France,59732
2021-03-21,Germany,0
2021-03-21,Greece,18058
2021-03-21,Hungary,40979
2021-03-21,Iceland,416
2021-03-21,Ireland,14882
2021-03-21,Israel,48046
2021-03-21,Italy,371239
2021-03-21,Japan,16997
2021-03-21,Latvia,4931
2021-03-21,Lithuania,3308
2021-03-21,Luxembourg,832
2021-03-21,Mexico,5250
2021-03-21,Netherlands,0
2021-03-21,New Zealand,0
2021-03-21,Norway,15594
2021-03-21,Poland,125306
2021-03-21,Portugal,10254
2021-03-21,Slovakia,390314
2021-03-21,Slovenia,1842
2021-03-21,South Korea,0
2021-03-21,Spain,0
2021-03-21,Sweden,44584
2021-03-21,Switzerland,13309
2021-03-21,Taiwan,163
2021-03-21,Turkey,189906
2021-03-21,United Kingdom,1893830
2021-03-21,United States,612802
