tDate,Country,NumberOfTest
2022-03-23,Australia,65592780
2022-03-23,Austria,171894244
2022-03-23,Belgium,32593275
2022-03-23,Canada,59142418
2022-03-23,Chile,34652039
2022-03-23,Colombia,33679927
2022-03-23,Czechia,53580376
2022-03-23,Denmark,66415040
2022-03-23,Estonia,3236206
2022-03-23,Finland,10333577
2022-03-23,France,255442212
2022-03-23,Greece,0
2022-03-23,Hungary,10580751
2022-03-23,Iceland,0
2022-03-23,Ireland,11685444
2022-03-23,Israel,48037653
2022-03-23,Italy,197086357
2022-03-23,Japan,40724879
2022-03-23,Latvia,6948169
2022-03-23,Lithuania,8402367
2022-03-23,Luxembourg,4137166
2022-03-23,Mexico,14830921
2022-03-23,Netherlands,30001580
2022-03-23,New Zealand,0
2022-03-23,Norway,10978789
2022-03-23,Portugal,39680040
2022-03-23,Slovakia,50375220
2022-03-23,Slovenia,4705018
2022-03-23,South Korea,83367274
2022-03-23,Spain,88002024
2022-03-23,Switzerland,20024684
2022-03-23,Taiwan,6830062
2022-03-23,Turkey,151851543
2022-03-23,United Kingdom,481085739
