Date,Country,NumberOfTest
2020-05-10,Australia,32416
2020-05-10,Austria,4818
2020-05-10,Belgium,12301
2020-05-10,Canada,62364
2020-05-10,Chile,12780
2020-05-10,Costa Rica,592
2020-05-10,Denmark,6693
2020-05-10,Estonia,721
2020-05-10,Finland,1819
2020-05-10,Germany,0
2020-05-10,Greece,1493
2020-05-10,Hungary,4999
2020-05-10,Iceland,18
2020-05-10,Ireland,6517
2020-05-10,Israel,4944
2020-05-10,Italy,83062
2020-05-10,Japan,3995
2020-05-10,Latvia,1021
2020-05-10,Lithuania,2337
2020-05-10,Luxembourg,212
2020-05-10,Mexico,2889
2020-05-10,Netherlands,0
2020-05-10,New Zealand,1745
2020-05-10,Norway,1004
2020-05-10,Poland,31691
2020-05-10,Portugal,7507
2020-05-10,Slovakia,786
2020-05-10,Slovenia,537
2020-05-10,South Korea,0
2020-05-10,Spain,0
2020-05-10,Taiwan,267
2020-05-10,Turkey,36187
2020-05-10,United Kingdom,76507
2020-05-10,United States,248563
