Date,Country,NumberOfTest
2021-02-11,Australia,60489
2021-02-11,Austria,231481
2021-02-11,Belgium,46290
2021-02-11,Canada,114132
2021-02-11,Chile,52742
2021-02-11,Colombia,61098
2021-02-11,Costa Rica,2333
2021-02-11,Czechia,63654
2021-02-11,Denmark,152941
2021-02-11,Estonia,5359
2021-02-11,Finland,18768
2021-02-11,France,363138
2021-02-11,Germany,0
2021-02-11,Greece,50879
2021-02-11,Hungary,20036
2021-02-11,Iceland,570
2021-02-11,Ireland,17372
2021-02-11,Israel,76493
2021-02-11,Italy,395138
2021-02-11,Japan,32865
2021-02-11,Latvia,12340
2021-02-11,Lithuania,8170
2021-02-11,Luxembourg,12208
2021-02-11,Mexico,29928
2021-02-11,Netherlands,0
2021-02-11,New Zealand,0
2021-02-11,Norway,17816
2021-02-11,Poland,102886
2021-02-11,Portugal,37347
2021-02-11,Slovakia,174363
2021-02-11,Slovenia,5151
2021-02-11,South Korea,0
2021-02-11,Spain,0
2021-02-11,Sweden,30710
2021-02-11,Switzerland,34190
2021-02-11,Taiwan,275
2021-02-11,Turkey,130313
2021-02-11,United Kingdom,730223
2021-02-11,United States,1414453
