Date,Country,NumberOfTest
2021-05-17,Australia,38665
2021-05-17,Austria,138372
2021-05-17,Belgium,41068
2021-05-17,Canada,110108
2021-05-17,Chile,66252
2021-05-17,Colombia,32568
2021-05-17,Costa Rica,4451
2021-05-17,Czechia,394068
2021-05-17,Denmark,203144
2021-05-17,Estonia,5933
2021-05-17,Finland,11911
2021-05-17,France,473737
2021-05-17,Germany,0
2021-05-17,Greece,23328
2021-05-17,Hungary,10365
2021-05-17,Iceland,1357
2021-05-17,Israel,9564
2021-05-17,Italy,160150
2021-05-17,Japan,95425
2021-05-17,Latvia,4112
2021-05-17,Lithuania,19769
2021-05-17,Luxembourg,8725
2021-05-17,Mexico,16148
2021-05-17,Netherlands,0
2021-05-17,New Zealand,2217
2021-05-17,Norway,5699
2021-05-17,Poland,65817
2021-05-17,Portugal,43293
2021-05-17,Slovakia,97017
2021-05-17,Slovenia,4233
2021-05-17,South Korea,16545
2021-05-17,Spain,0
2021-05-17,Sweden,37510
2021-05-17,Switzerland,26605
2021-05-17,Taiwan,15447
2021-05-17,Turkey,206836
2021-05-17,United Kingdom,967126
2021-05-17,United States,790343
