tDate,Country,NumberOfTest
2022-02-02,Australia,130347
2022-02-02,Austria,1223923
2022-02-02,Belgium,93185
2022-02-02,Canada,64619
2022-02-02,Chile,111306
2022-02-02,Colombia,62296
2022-02-02,Czechia,153782
2022-02-02,Denmark,153074
2022-02-02,Estonia,12322
2022-02-02,Finland,18383
2022-02-02,France,924565
2022-02-02,Greece,311547
2022-02-02,Hungary,26535
2022-02-02,Iceland,5070
2022-02-02,Ireland,19858
2022-02-02,Israel,230332
2022-02-02,Italy,964521
2022-02-02,Japan,264631
2022-02-02,Latvia,27869
2022-02-02,Lithuania,34482
2022-02-02,Luxembourg,6222
2022-02-02,Mexico,26828
2022-02-02,Netherlands,151842
2022-02-02,New Zealand,0
2022-02-02,Norway,33280
2022-02-02,Poland,349668
2022-02-02,Portugal,239481
2022-02-02,Slovakia,76914
2022-02-02,Slovenia,8736
2022-02-02,South Korea,213460
2022-02-02,Switzerland,101328
2022-02-02,Taiwan,11233
2022-02-02,Turkey,457885
2022-02-02,United Kingdom,1388657
