tDate,Country,NumberOfTest
2021-04-20,Australia,27878
2021-04-20,Austria,320616
2021-04-20,Belgium,57673
2021-04-20,Canada,102172
2021-04-20,Chile,45505
2021-04-20,Colombia,70930
2021-04-20,Costa Rica,4307
2021-04-20,Czechia,253732
2021-04-20,Denmark,189176
2021-04-20,Estonia,4553
2021-04-20,Finland,20528
2021-04-20,France,343724
2021-04-20,Germany,0
2021-04-20,Greece,78428
2021-04-20,Hungary,12952
2021-04-20,Iceland,4176
2021-04-20,Ireland,15085
2021-04-20,Israel,55067
2021-04-20,Italy,389015
2021-04-20,Japan,70951
2021-04-20,Latvia,18656
2021-04-20,Lithuania,21449
2021-04-20,Luxembourg,9731
2021-04-20,Mexico,21222
2021-04-20,Netherlands,0
2021-04-20,New Zealand,3256
2021-04-20,Norway,18901
2021-04-20,Poland,140294
2021-04-20,Portugal,96934
2021-04-20,Slovakia,193617
2021-04-20,Slovenia,4892
2021-04-20,South Korea,47944
2021-04-20,Spain,0
2021-04-20,Sweden,46636
2021-04-20,Switzerland,28466
2021-04-20,Taiwan,526
2021-04-20,Turkey,322128
2021-04-20,United Kingdom,730210
2021-04-20,United States,1560705
