Date,Country,NumberOfTest
2021-01-04,Australia,77267
2021-01-04,Austria,12601
2021-01-04,Belgium,40231
2021-01-04,Canada,207944
2021-01-04,Chile,25497
2021-01-04,Colombia,48184
2021-01-04,Costa Rica,2666
2021-01-04,Czechia,90686
2021-01-04,Denmark,107361
2021-01-04,Estonia,3894
2021-01-04,Finland,10677
2021-01-04,France,427645
2021-01-04,Germany,0
2021-01-04,Greece,8282
2021-01-04,Hungary,8727
2021-01-04,Iceland,1114
2021-01-04,Ireland,20571
2021-01-04,Israel,111655
2021-01-04,Italy,113410
2021-01-04,Japan,84338
2021-01-04,Latvia,5550
2021-01-04,Lithuania,12463
2021-01-04,Luxembourg,9314
2021-01-04,Mexico,42740
2021-01-04,Netherlands,0
2021-01-04,New Zealand,0
2021-01-04,Norway,37945
2021-01-04,Poland,50872
2021-01-04,Portugal,45075
2021-01-04,Slovakia,102311
2021-01-04,Slovenia,5966
2021-01-04,South Korea,31510
2021-01-04,Spain,0
2021-01-04,Sweden,30475
2021-01-04,Switzerland,29426
2021-01-04,Taiwan,1185
2021-01-04,Turkey,181323
2021-01-04,United Kingdom,464611
2021-01-04,United States,1392248
