Date,Country,NumberOfTest
2020-08-13,Australia,68441
2020-08-13,Austria,8490
2020-08-13,Belgium,21859
2020-08-13,Canada,109026
2020-08-13,Chile,23628
2020-08-13,Colombia,43905
2020-08-13,Costa Rica,1997
2020-08-13,Denmark,33796
2020-08-13,Estonia,1687
2020-08-13,Finland,12107
2020-08-13,France,121163
2020-08-13,Germany,0
2020-08-13,Greece,7553
2020-08-13,Hungary,3189
2020-08-13,Iceland,328
2020-08-13,Ireland,7072
2020-08-13,Israel,28891
2020-08-13,Italy,76817
2020-08-13,Japan,21062
2020-08-13,Latvia,2071
2020-08-13,Lithuania,4234
2020-08-13,Luxembourg,4613
2020-08-13,Mexico,14429
2020-08-13,Netherlands,0
2020-08-13,New Zealand,15653
2020-08-13,Norway,13274
2020-08-13,Poland,51308
2020-08-13,Portugal,14785
2020-08-13,Slovakia,2738
2020-08-13,Slovenia,937
2020-08-13,South Korea,7823
2020-08-13,Spain,0
2020-08-13,Sweden,8090
2020-08-13,Switzerland,7302
2020-08-13,Taiwan,229
2020-08-13,Turkey,66892
2020-08-13,United Kingdom,163470
2020-08-13,United States,979672
