tDate,Country,NumberOfTest
2020-05-25,Australia,19405
2020-05-25,Austria,3484
2020-05-25,Belgium,9982
2020-05-25,Canada,54678
2020-05-25,Chile,16283
2020-05-25,Costa Rica,157
2020-05-25,Denmark,18300
2020-05-25,Estonia,1804
2020-05-25,Finland,1744
2020-05-25,France,51929
2020-05-25,Germany,0
2020-05-25,Greece,1074
2020-05-25,Hungary,1694
2020-05-25,Iceland,231
2020-05-25,Ireland,3529
2020-05-25,Israel,5333
2020-05-25,Italy,55917
2020-05-25,Japan,3620
2020-05-25,Latvia,721
2020-05-25,Lithuania,3916
2020-05-25,Luxembourg,944
2020-05-25,Mexico,9648
2020-05-25,Netherlands,0
2020-05-25,New Zealand,4428
2020-05-25,Norway,4072
2020-05-25,Poland,22841
2020-05-25,Portugal,11930
2020-05-25,Slovakia,1464
2020-05-25,Slovenia,754
2020-05-25,South Korea,0
2020-05-25,Spain,0
2020-05-25,Switzerland,3877
2020-05-25,Taiwan,222
2020-05-25,Turkey,21492
2020-05-25,United Kingdom,78385
2020-05-25,United States,328662
