Date,Country,NumberOfTest
2020-07-06,Australia,45730
2020-07-06,Austria,6301
2020-07-06,Belgium,10721
2020-07-06,Canada,75372
2020-07-06,Chile,16377
2020-07-06,Colombia,20366
2020-07-06,Costa Rica,1000
2020-07-06,Denmark,17840
2020-07-06,Estonia,801
2020-07-06,Finland,2239
2020-07-06,France,67144
2020-07-06,Germany,0
2020-07-06,Greece,3174
2020-07-06,Hungary,493
2020-07-06,Iceland,185
2020-07-06,Ireland,6529
2020-07-06,Israel,25601
2020-07-06,Italy,35937
2020-07-06,Japan,8228
2020-07-06,Latvia,692
2020-07-06,Lithuania,1093
2020-07-06,Luxembourg,9946
2020-07-06,Mexico,15409
2020-07-06,Netherlands,0
2020-07-06,New Zealand,1850
2020-07-06,Norway,6330
2020-07-06,Poland,28419
2020-07-06,Portugal,12207
2020-07-06,Slovakia,873
2020-07-06,Slovenia,1325
2020-07-06,South Korea,0
2020-07-06,Spain,0
2020-07-06,Switzerland,7784
2020-07-06,Taiwan,177
2020-07-06,Turkey,52193
2020-07-06,United Kingdom,77469
2020-07-06,United States,724973
